VARIABLES = "X"
 "Y"
 "Z"
 "Density"
 "Shear Strain Rate"
 "Mach Number"
 "Pressure"
 "Absolute Pressure"
 "Total Pressure"
 "Temperature"
 "Total Temperature"
 "Aspect Ratio"
 "Bulk Energy Flow Rate"
 "X Bulk Momentum Flow Rate"
 "Y Bulk Momentum Flow Rate"
 "Z Bulk Momentum Flow Rate"
 "X Wall Shear"
 "Y Wall Shear"
 "Z Wall Shear"
 "U"
 "V"
 "W"
 "Dynamic Viscosity"
 "Eddy Viscosity"
 "X Vorticity"
 "Y Vorticity"
 "Z Vorticity"
 "Y Plus"
 "Solver Y Plus"
 "Node UserID"
 "Element UserID"
 "Material ID"
 "Part ID"
 "Property ID"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                    7.9                    0.15     0.00164354784928309        1.13733654140229        3999.81997061747       0.157671163005532       -4495.93485427264        96829.0636872858       -2810.57191062215        296.538190586483        298.013549076343        73.3438266639259                       0                       0                       0                       0                       0                       0                       0        54.4395052422702   -0.000742856776645366    0.000397568291436542   1.83100000867853E-005     0.00229826400055831       0.041858811810681        4001.78237174682    -0.00542227369167755                       0                       0        345194.266145587         324598.51795166                       1                       1                       1 
                    7.9                    0.15     0.00164454818272758        1.13733654400386        3997.26475445114       0.157683314190999       -4495.93485294064        96829.0636872858       -2810.31369669637        296.538189920482         298.01377451769        73.3079229648658                       0                       0                       0                       0                       0                       0                       0        54.4437006532958   -0.000742902663394274    0.000397858693838561   1.83100000867853E-005     0.00229959857623026      0.0418240962429801        3999.22574632231    -0.00542156720377279                       0                       0        345308.839634089        324709.632411985                       1                       1                       1 
                    7.9                    0.15     0.00164554851617206        1.13733654660542         3994.7095382848       0.157695465376466       -4495.93485160864        96829.0636872858       -2810.05548277059        296.538189254481        298.013999959038        73.2720192658058                       0                       0                       0                       0                       0                       0                       0        54.4478960643214   -0.000742948550143182     0.00039814909624058   1.83100000867853E-005     0.00230093315190222      0.0417893806752792         3996.6691208978    -0.00542086071586803                       0                       0        345423.413122591         324820.74687231                       1                       1                       1 
                    7.9                    0.15     0.00164654884961654        1.13733654920699        3992.15432211846       0.157707616561933       -4495.93485027664        96829.0636872858       -2809.79726884481         296.53818858848        298.014225400385        73.2361155667458                       0                       0                       0                       0                       0                       0                       0        54.4520914753469    -0.00074299443689209    0.000398439498642599   1.83100000867853E-005     0.00230226772757417      0.0417546651075784         3994.1124954733    -0.00542015422796328                       0                       0        345537.986611092        324931.861332635                       1                       1                       1 
                    7.9                    0.15     0.00164754918306102        1.13733655180856        3989.59910595213         0.1577197677474       -4495.93484894464        96829.0636872858       -2809.53905491903        296.538187922479        298.014450841732        73.2002118676858                       0                       0                       0                       0                       0                       0                       0        54.4562868863725   -0.000743040323640998    0.000398729901044617   1.83100000867853E-005     0.00230360230324613      0.0417199495398775        3991.55587004879    -0.00541944774005852                       0                       0        345652.560099594         325042.97579296                       1                       1                       1 
                    7.9                    0.15      0.0016485495165055        1.13733655441012        3987.04388978579       0.157731918932867       -4495.93484761263        96829.0636872858       -2809.28084099325        296.538187256478         298.01467628308        73.1643081686258                       0                       0                       0                       0                       0                       0                       0        54.4604822973981   -0.000743086210389905    0.000399020303446636   1.83100000867853E-005     0.00230493687891808      0.0416852339721766        3988.99924462428    -0.00541874125215376                       0                       0        345767.133588095        325154.090253285                       1                       1                       1 
                    7.9                    0.15     0.00164954984994998        1.13733655701169        3984.48867361945       0.157744070118334       -4495.93484628063        96829.0636872858       -2809.02262706747        296.538186590477        298.014901724427        73.1284044695658                       0                       0                       0                       0                       0                       0                       0        54.4646777084237   -0.000743132097138813    0.000399310705848655   1.83100000867853E-005     0.00230627145459004      0.0416505184044757        3986.44261919977      -0.005418034764249                       0                       0        345881.707076597         325265.20471361                       1                       1                       1 
                    7.9                    0.15     0.00165055018339447        1.13733655961326        3981.93345745312       0.157756221303801       -4495.93484494863        96829.0636872858       -2808.76441314169        296.538185924476        298.015127165774        73.0925007705058                       0                       0                       0                       0                       0                       0                       0        54.4688731194492   -0.000743177983887721    0.000399601108250673   1.83100000867853E-005     0.00230760603026199      0.0416158028367749        3983.88599377527    -0.00541732827634424                       0                       0        345996.280565099        325376.319173935                       1                       1                       1 
                    7.9                    0.15     0.00165155051683895        1.13733656221482        3979.37824128678       0.157768372489269       -4495.93484361663        96829.0636872858        -2808.5061992159        296.538185258475        298.015352607121        73.0565970714457                       0                       0                       0                       0                       0                       0                       0        54.4730685304748   -0.000743223870636629    0.000399891510652692   1.83100000867853E-005     0.00230894060593395       0.041581087269074        3981.32936835076    -0.00541662178843949                       0                       0          346110.8540536         325487.43363426                       1                       1                       1 
                    7.9                    0.15     0.00165255085028343        1.13733656481639        3976.82302512044       0.157780523674736       -4495.93484228463        96829.0636872858       -2808.24798529012        296.538184592474        298.015578048469        73.0206933723857                       0                       0                       0                       0                       0                       0                       0        54.4772639415004   -0.000743269757385537    0.000400181913054711   1.83100000867853E-005      0.0023102751816059      0.0415463717013731        3978.77274292625    -0.00541591530053473                       0                       0        346225.427542102        325598.548094585                       1                       1                       1 
                    7.9                    0.15     0.00165355118372791        1.13733656741795        3974.26780895411       0.157792674860203       -4495.93484095262        96829.0636872858       -2807.98977136434        296.538183926473        298.015803489816        72.9847896733257                       0                       0                       0                       0                       0                       0                       0         54.481459352526   -0.000743315644134445     0.00040047231545673   1.83100000867853E-005     0.00231160975727786      0.0415116561336722        3976.21611750174    -0.00541520881262997                       0                       0        346340.001030604         325709.66255491                       1                       1                       1 
                    7.9                    0.15     0.00165455151717239        1.13733657001952        3971.71259278777        0.15780482604567       -4495.93483962062        96829.0636872858       -2807.73155743856        296.538183260472        298.016028931163        72.9488859742657                       0                       0                       0                       0                       0                       0                       0        54.4856547635515   -0.000743361530883353    0.000400762717858748   1.83100000867853E-005     0.00231294433294981      0.0414769405659713        3973.65949207724    -0.00541450232472521                       0                       0        346454.574519105        325820.777015235                       1                       1                       1 
                    7.9                    0.15     0.00165555185061687        1.13733657262109        3969.15737662143       0.157816977231137       -4495.93483828862        96829.0636872858       -2807.47334351278        296.538182594471        298.016254372511        72.9129822752057                       0                       0                       0                       0                       0                       0                       0        54.4898501745771    -0.00074340741763226    0.000401053120260767   1.83100000867853E-005     0.00231427890862177      0.0414422249982704        3971.10286665273    -0.00541379583682045                       0                       0        346569.148007607        325931.891475559                       1                       1                       1 
                    7.9                    0.15     0.00165655218406135        1.13733657522265         3966.6021604551       0.157829128416604       -4495.93483695662        96829.0636872858         -2807.215129587         296.53818192847        298.016479813858        72.8770785761456                       0                       0                       0                       0                       0                       0                       0        54.4940455856027   -0.000743453304381168    0.000401343522662786   1.83100000867853E-005     0.00231561348429373      0.0414075094305696        3968.54624122822    -0.00541308934891569                       0                       0        346683.721496109        326043.005935884                       1                       1                       1 
                    7.9                    0.15     0.00165755251750584        1.13733657781334         3964.0728961008       0.157841215704127       -4495.93483556844        96829.0636872858       -2806.95810954656        296.538181269107        298.016704216421        72.8414632741896                       0                       0                       0                       0                       0                       0                       0        54.4982189340933   -0.000743498868925601    0.000401634697887316   1.83100000867853E-005     0.00231694761599782      0.0413728274633953        3966.01557899565    -0.00541254614342069                       0                       0        346797.816020572        326153.655892324                       1                       1                       1 
                    7.9                    0.15     0.00165855285095032        1.13733658019944        3962.03184745879       0.157852100918383       -4495.93483312508        96829.0636872858       -2806.72354935021        296.538180734622        298.016909076955        72.8112734131895                       0                       0                       0                       0                       0                       0                       0        54.5019772334587   -0.000743538383373883    0.000401940419020012   1.83100000867853E-005     0.00231827339561365      0.0413387853132737        3963.97334654531    -0.00541507572521879                       0                       0        346902.900083165        326255.567417027                       1                       1                       1 
                    7.9                    0.15      0.0016595531843948        1.13733658258553        3959.99079881677       0.157862986132639       -4495.93483068172        96829.0636872858       -2806.48898915385        296.538180200136         298.01711393749        72.7810835521894                       0                       0                       0                       0                       0                       0                       0        54.5057355328241   -0.000743577897822165    0.000402246140152707   1.83100000867853E-005     0.00231959917522949      0.0413047431631521        3961.93111409497    -0.00541760530701689                       0                       0        347007.984145758         326357.47894173                       1                       1                       1 
                    7.9                    0.15     0.00166055351783928        1.13733658497163        3957.94975017475       0.157873871346895       -4495.93482823836        96829.0636872858        -2806.2544289575        296.538179665651        298.017318798025        72.7508936911893                       0                       0                       0                       0                       0                       0                       0        54.5094938321895   -0.000743617412270446    0.000402551861285403   1.83100000867853E-005     0.00232092495484533      0.0412707010130305        3959.88888164463    -0.00542013488881499                       0                       0        347113.068208351        326459.390466434                       1                       1                       1 
                    7.9                    0.15     0.00166155385128376        1.13733658735772        3955.90870153274       0.157884756561151         -4495.934825795        96829.0636872858       -2806.01986876114        296.538179131166        298.017523658559        72.7207038301892                       0                       0                       0                       0                       0                       0                       0        54.5132521315549   -0.000743656926718728    0.000402857582418098   1.83100000867853E-005     0.00232225073446117      0.0412366588629089        3957.84664919429    -0.00542266447061309                       0                       0        347218.152270944        326561.301991137                       1                       1                       1 
                    7.9                    0.15     0.00166255418472824        1.13733658974382        3953.86765289072       0.157895641775407       -4495.93482335163        96829.0636872858       -2805.78530856478        296.538178596681        298.017728519094         72.690513969189                       0                       0                       0                       0                       0                       0                       0        54.5170104309203    -0.00074369644116701    0.000403163303550794   1.83100000867853E-005     0.00232357651407701      0.0412026167127874        3955.80441674395     -0.0054251940524112                       0                       0        347323.236333538        326663.213515841                       1                       1                       1 
                    7.9                    0.15     0.00166355451817272        1.13733659212991         3951.8266042487       0.157906526989663       -4495.93482090828        96829.0636872858       -2805.55074836843        296.538178062196        298.017933379628        72.6603241081889                       0                       0                       0                       0                       0                       0                       0        54.5207687302857   -0.000743735955615292     0.00040346902468349   1.83100000867853E-005     0.00232490229369285      0.0411685745626658        3953.76218429361     -0.0054277236342093                       0                       0        347428.320396131        326765.125040544                       1                       1                       1 
                    7.9                    0.15     0.00166455485161721        1.13733659451601        3949.78555560669       0.157917412203919       -4495.93481846491        96829.0636872858       -2805.31618817207         296.53817752771        298.018138240163        72.6301342471888                       0                       0                       0                       0                       0                       0                       0        54.5245270296511   -0.000743775470063573    0.000403774745816185   1.83100000867853E-005     0.00232622807330868      0.0411345324125442        3951.71995184327     -0.0054302532160074                       0                       0        347533.404458724        326867.036565248                       1                       1                       1 
                    7.9                    0.15     0.00166555518506169         1.1373365969021        3947.74450696467       0.157928297418175       -4495.93481602155        96829.0636872858       -2805.08162797572        296.538176993225        298.018343100698        72.5999443861887                       0                       0                       0                       0                       0                       0                       0        54.5282853290165   -0.000743814984511855     0.00040408046694888   1.83100000867853E-005     0.00232755385292452      0.0411004902624227        3949.67771939293     -0.0054327827978055                       0                       0        347638.488521317        326968.948089951                       1                       1                       1 
                    7.9                    0.15     0.00166655551850617         1.1373365992882        3945.70345832265       0.157939182632431       -4495.93481357819        96829.0636872858       -2804.84706777936         296.53817645874        298.018547961232        72.5697545251886                       0                       0                       0                       0                       0                       0                       0        54.5320436283819   -0.000743854498960137    0.000404386188081576   1.83100000867853E-005     0.00232887963254036      0.0410664481123011         3947.6354869426     -0.0054353123796036                       0                       0         347743.57258391        327070.859614654                       1                       1                       1 
                    7.9                    0.15     0.00166755585195065        1.13733660167429        3943.66240968064       0.157950067846687       -4495.93481113483        96829.0636872858         -2804.612507583        296.538175924255        298.018752821767        72.5395646641885                       0                       0                       0                       0                       0                       0                       0        54.5358019277473   -0.000743894013408418    0.000404691909214272   1.83100000867853E-005      0.0023302054121562      0.0410324059621795        3945.59325449226    -0.00543784196140171                       0                       0        347848.656646503        327172.771139358                       1                       1                       1 
                    7.9                    0.15     0.00166855618539513        1.13733660406038        3941.62136103862       0.157960953060943       -4495.93480869147        96829.0636872858       -2804.37794738665         296.53817538977        298.018957682302        72.5093748031883                       0                       0                       0                       0                       0                       0                       0        54.5395602271127     -0.0007439335278567    0.000404997630346967   1.83100000867853E-005     0.00233153119177204      0.0409983638120579        3943.55102204192    -0.00544037154319981                       0                       0        347953.740709096        327274.682664061                       1                       1                       1 
                    7.9                    0.15     0.00166955651883961        1.13733660644648         3939.5803123966       0.157971838275199       -4495.93480624811        96829.0636872858       -2804.14338719029        296.538174855285        298.019162542836        72.4791849421882                       0                       0                       0                       0                       0                       0                       0        54.5433185264781   -0.000743973042304982    0.000405303351479663   1.83100000867853E-005     0.00233285697138788      0.0409643216619364        3941.50878959158    -0.00544290112499791                       0                       0         348058.82477169        327376.594188765                       1                       1                       1 
                    7.9                    0.15      0.0016705568522841        1.13733660883257        3937.53926375459       0.157982723489455       -4495.93480380475        96829.0636872858       -2803.90882699394        296.538174320799        298.019367403371        72.4489950811881                       0                       0                       0                       0                       0                       0                       0        54.5470768258435   -0.000744012556753263    0.000405609072612358   1.83100000867853E-005     0.00233418275100371      0.0409302795118148        3939.46655714124    -0.00544543070679601                       0                       0        348163.908834283        327478.505713468                       1                       1                       1 
                    7.9                    0.15     0.00167155718572858        1.13733661121867        3935.49821511257       0.157993608703711       -4495.93480136139        96829.0636872858       -2803.67426679758        296.538173786314        298.019572263905         72.418805220188                       0                       0                       0                       0                       0                       0                       0        54.5508351252089   -0.000744052071201545    0.000405914793745054   1.83100000867853E-005     0.00233550853061955      0.0408962373616932         3937.4243246909    -0.00544796028859411                       0                       0        348268.992896876        327580.417238172                       1                       1                       1 
                    7.9                    0.15     0.00167255751917306        1.13733661360476        3933.45716647055       0.158004493917967       -4495.93479891803        96829.0636872858       -2803.43970660122        296.538173251829         298.01977712444        72.3886153591879                       0                       0                       0                       0                       0                       0                       0        54.5545934245743   -0.000744091585649827    0.000406220514877749   1.83100000867853E-005     0.00233683431023539      0.0408621952115716        3935.38209224056    -0.00545048987039222                       0                       0        348374.076959469        327682.328762875                       1                       1                       1 
                    7.9                    0.15     0.00167355785261754        1.13733661599086        3931.41611782854       0.158015379132223       -4495.93479647467        96829.0636872858       -2803.20514640487        296.538172717344        298.019981984975        72.3584254981878                       0                       0                       0                       0                       0                       0                       0        54.5583517239396   -0.000744131100098108    0.000406526236010444   1.83100000867853E-005     0.00233816008985123        0.04082815306145        3933.33985979022    -0.00545301945219031                       0                       0        348479.161022062        327784.240287578                       1                       1                       1 
                    7.9                    0.15     0.00167455818606202        1.13733661837695        3929.37506918652       0.158026264346479       -4495.93479403131        96829.0636872858       -2802.97058620851        296.538172182859        298.020186845509        72.3282356371876                       0                       0                       0                       0                       0                       0                       0        54.5621100233051    -0.00074417061454639     0.00040683195714314   1.83100000867853E-005     0.00233948586946707      0.0407941109113285        3931.29762733988    -0.00545554903398842                       0                       0        348584.245084655        327886.151812282                       1                       1                       1 
                    7.9                    0.15      0.0016755585195065        1.13733662076305         3927.3340205445       0.158037149560735       -4495.93479158794        96829.0636872858       -2802.73602601216        296.538171648374        298.020391706044        72.2980457761875                       0                       0                       0                       0                       0                       0                       0        54.5658683226704   -0.000744210128994672    0.000407137678275836   1.83100000867853E-005     0.00234081164908291      0.0407600687612069        3929.25539488954    -0.00545807861578652                       0                       0        348689.329147248        327988.063336985                       1                       1                       1 
                    7.9                    0.15     0.00167655885295098        1.13733662314914        3925.29297190249       0.158048034774991       -4495.93478914458        96829.0636872858        -2802.5014658158        296.538171113888        298.020596566578        72.2678559151874                       0                       0                       0                       0                       0                       0                       0        54.5696266220358   -0.000744249643442954    0.000407443399408531   1.83100000867853E-005     0.00234213742869874      0.0407260266110853         3927.2131624392    -0.00546060819758462                       0                       0        348794.413209842        328089.974861689                       1                       1                       1 
                    7.9                    0.15     0.00167755918639547        1.13733662553524        3923.25192326047       0.158058919989247       -4495.93478670122        96829.0636872858       -2802.26690561944        296.538170579403        298.020801427113        72.2376660541873                       0                       0                       0                       0                       0                       0                       0        54.5733849214012   -0.000744289157891235    0.000407749120541227   1.83100000867853E-005     0.00234346320831458      0.0406919844609637        3925.17092998887    -0.00546313777938272                       0                       0        348899.497272435        328191.886386392                       1                       1                       1 
                    7.9                    0.15     0.00167855951983995        1.13733662792133        3921.21087461845       0.158069805203504       -4495.93478425786        96829.0636872858       -2802.03234542309        296.538170044918        298.021006287648        72.2074761931872                       0                       0                       0                       0                       0                       0                       0        54.5771432207666   -0.000744328672339517    0.000408054841673922   1.83100000867853E-005     0.00234478898793042      0.0406579423108422        3923.12869753853    -0.00546566736118082                       0                       0        349004.581335028        328293.797911095                       1                       1                       1 
                    7.9                    0.15     0.00167955985328443        1.13733663030743        3919.16982597644        0.15808069041776        -4495.9347818145        96829.0636872858       -2801.79778522673        296.538169510433        298.021211148182         72.177286332187                       0                       0                       0                       0                       0                       0                       0         54.580901520132   -0.000744368186787799    0.000408360562806618   1.83100000867853E-005     0.00234611476754626      0.0406239001607206        3921.08646508819    -0.00546819694297893                       0                       0        349109.665397621        328395.709435799                       1                       1                       1 
                    7.9                    0.15     0.00168056018672891        1.13733663269352        3917.12877733442       0.158091575632016       -4495.93477937114        96829.0636872858       -2801.56322503038        296.538168975948        298.021416008717        72.1470964711869                       0                       0                       0                       0                       0                       0                       0        54.5846598194974   -0.000744407701236081    0.000408666283939313   1.83100000867853E-005      0.0023474405471621       0.040589858010599        3919.04423263785    -0.00547072652477703                       0                       0        349214.749460214        328497.620960502                       1                       1                       1 
                    7.9                    0.15     0.00168156052017339        1.13733663507961         3915.0877286924       0.158102460846272       -4495.93477692778        96829.0636872858       -2801.32866483402        296.538168441462        298.021620869252        72.1169066101868                       0                       0                       0                       0                       0                       0                       0        54.5884181188628   -0.000744447215684362    0.000408972005072009   1.83100000867853E-005     0.00234876632677793      0.0405558158604774        3917.00200018751    -0.00547325610657513                       0                       0        349319.833522807        328599.532485206                       1                       1                       1 
                    7.9                    0.15     0.00168256085361787        1.13733663746571        3913.04668005039       0.158113346060528       -4495.93477448442        96829.0636872858       -2801.09410463766        296.538167906977        298.021825729786        72.0867167491867                       0                       0                       0                       0                       0                       0                       0        54.5921764182282   -0.000744486730132644    0.000409277726204704   1.83100000867853E-005     0.00235009210639377      0.0405217737103559        3914.95976773717    -0.00547578568837323                       0                       0          349424.9175854        328701.444009909                       1                       1                       1 
                    7.9                    0.15     0.00168356118706235         1.1373366398518        3911.00563140837       0.158124231274784       -4495.93477204106        96829.0636872858       -2800.85954444131        296.538167372492        298.022030590321        72.0565268881866                       0                       0                       0                       0                       0                       0                       0        54.5959347175936   -0.000744526244580926      0.0004095834473374   1.83100000867853E-005     0.00235141788600961      0.0404877315602343        3912.91753528683    -0.00547831527017133                       0                       0        349530.001647994        328803.355534613                       1                       1                       1 
                    7.9                    0.15     0.00168456152050684         1.1373366422379        3908.96458276635        0.15813511648904        -4495.9347695977        96829.0636872858       -2800.62498424495        296.538166838007        298.022235450855        72.0263370271865                       0                       0                       0                       0                       0                       0                       0         54.599693016959   -0.000744565759029207    0.000409889168470095   1.83100000867853E-005     0.00235274366562545      0.0404536894101127        3910.87530283649    -0.00548084485196943                       0                       0        349635.085710587        328905.267059316                       1                       1                       1 
                    7.9                    0.15     0.00168556185395132        1.13733664462399        3906.92353412434       0.158146001703296       -4495.93476715434        96829.0636872858        -2800.3904240486        296.538166303522         298.02244031139        71.9961471661864                       0                       0                       0                       0                       0                       0                       0        54.6034513163244   -0.000744605273477489    0.000410194889602791   1.83100000867853E-005     0.00235406944524129      0.0404196472599911        3908.83307038615    -0.00548337443376754                       0                       0         349740.16977318         329007.17858402                       1                       1                       1 
                    7.9                    0.15      0.0016865621873958        1.13733664701009        3904.88248548232       0.158156886917552       -4495.93476471098        96829.0636872858       -2800.15586385224        296.538165769037        298.022645171925        71.9659573051862                       0                       0                       0                       0                       0                       0                       0        54.6072096156898   -0.000744644787925771    0.000410500610735486   1.83100000867853E-005     0.00235539522485713      0.0403856051098695        3906.79083793581    -0.00548590401556564                       0                       0        349845.253835773        329109.090108723                       1                       1                       1 
                    7.9                    0.15     0.00168756252084028        1.13733664939618         3902.8414368403       0.158167772131808       -4495.93476226761        96829.0636872858       -2799.92130365588        296.538165234551        298.022850032459        71.9357674441861                       0                       0                       0                       0                       0                       0                       0        54.6109679150552   -0.000744684302374052    0.000410806331868182   1.83100000867853E-005     0.00235672100447296       0.040351562959748        3904.74860548547    -0.00548843359736374                       0                       0        349950.337898366        329211.001633426                       1                       1                       1 
                    7.9                    0.15     0.00168856285428476        1.13733665178228        3900.80038819829       0.158178657346064       -4495.93475982425        96829.0636872858       -2799.68674345953        296.538164700066        298.023054892994         71.905577583186                       0                       0                       0                       0                       0                       0                       0        54.6147262144206   -0.000744723816822334    0.000411112053000877   1.83100000867853E-005      0.0023580467840888      0.0403175208096264        3902.70637303514    -0.00549096317916184                       0                       0        350055.421960959         329312.91315813                       1                       1                       1 
                    7.9                    0.15     0.00168956318772924        1.13733665416837        3898.75933955627        0.15818954256032       -4495.93475738089        96829.0636872858       -2799.45218326317        296.538164165581        298.023259753529        71.8753877221859                       0                       0                       0                       0                       0                       0                       0         54.618484513786   -0.000744763331270616    0.000411417774133573   1.83100000867853E-005     0.00235937256370464      0.0402834786595048         3900.6641405848    -0.00549349276095994                       0                       0        350160.506023552        329414.824682833                       1                       1                       1 
                    7.9                    0.15     0.00169056352117372        1.13733665655447        3896.71829091425       0.158200427774576       -4495.93475493753        96829.0636872858       -2799.21762306682        296.538163631096        298.023464614063        71.8451978611858                       0                       0                       0                       0                       0                       0                       0        54.6222428131514   -0.000744802845718898    0.000411723495266268   1.83100000867853E-005     0.00236069834332048      0.0402494365093832        3898.62190813446    -0.00549602234275805                       0                       0        350265.590086146        329516.736207537                       1                       1                       1 
                    7.9                    0.15     0.00169156385461821        1.13733665894056        3894.67724227224       0.158211312988832       -4495.93475249417        96829.0636872858       -2798.98306287046        296.538163096611        298.023669474598        71.8150080001857                       0                       0                       0                       0                       0                       0                       0        54.6260011125168   -0.000744842360167179    0.000412029216398964   1.83100000867853E-005     0.00236202412293632      0.0402153943592617        3896.57967568412    -0.00549855192455615                       0                       0        350370.674148739         329618.64773224                       1                       1                       1 
                    7.9                    0.15     0.00169256418806269        1.13733666132665        3892.63619363022       0.158222198203088       -4495.93475005081        96829.0636872858        -2798.7485026741        296.538162562125        298.023874335132        71.7848181391855                       0                       0                       0                       0                       0                       0                       0        54.6297594118821   -0.000744881874615461    0.000412334937531659   1.83100000867853E-005     0.00236334990255215      0.0401813522091401        3894.53744323378    -0.00550108150635425                       0                       0        350475.758211332        329720.559256943                       1                       1                       1 
                    7.9                    0.15     0.00169356452150717        1.13733666371275         3890.5951449882       0.158233083417344       -4495.93474760745        96829.0636872858       -2798.51394247775         296.53816202764        298.024079195667        71.7546282781854                       0                       0                       0                       0                       0                       0                       0        54.6335177112475   -0.000744921389063743    0.000412640658664355   1.83100000867853E-005     0.00236467568216799      0.0401473100590185        3892.49521078344    -0.00550361108815235                       0                       0        350580.842273925        329822.470781647                       1                       1                       1 
                    7.9                    0.15     0.00169456485495165        1.13733666609884        3888.55409634619         0.1582439686316       -4495.93474516409        96829.0636872858       -2798.27938228139        296.538161493155        298.024284056202        71.7244384171853                       0                       0                       0                       0                       0                       0                       0        54.6372760106129   -0.000744960903512024     0.00041294637979705   1.83100000867853E-005     0.00236600146178383      0.0401132679088969         3890.4529783331    -0.00550614066995045                       0                       0        350685.926336518         329924.38230635                       1                       1                       1 
                    7.9                    0.15     0.00169556518839613        1.13733666848494        3886.51304770417       0.158254853845856       -4495.93474272073        96829.0636872858       -2798.04482208504         296.53816095867        298.024488916736        71.6942485561852                       0                       0                       0                       0                       0                       0                       0        54.6410343099783   -0.000745000417960306    0.000413252100929746   1.83100000867853E-005     0.00236732724139967      0.0400792257587754        3888.41074588276    -0.00550867025174855                       0                       0        350791.010399111        330026.293831054                       1                       1                       1 
                    7.9                    0.15     0.00169656552184061        1.13733667087103        3884.47199906215       0.158265739060112       -4495.93474027737        96829.0636872858       -2797.81026188868        296.538160424185        298.024693777271         71.664058695185                       0                       0                       0                       0                       0                       0                       0        54.6447926093437   -0.000745039932408588    0.000413557822062441   1.83100000867853E-005     0.00236865302101551      0.0400451836086538        3886.36851343242    -0.00551119983354665                       0                       0        350896.094461704        330128.205355757                       1                       1                       1 
                    7.9                    0.15      0.0016975658552851        1.13733667325713        3882.43095042014       0.158276624274368       -4495.93473783401        96829.0636872858       -2797.57570169232          296.5381598897        298.024898637806        71.6338688341849                       0                       0                       0                       0                       0                       0                       0        54.6485509087091    -0.00074507944685687    0.000413863543195137   1.83100000867853E-005     0.00236997880063135      0.0400111414585322        3884.32628098208    -0.00551372941534476                       0                       0        351001.178524298        330230.116880461                       1                       1                       1 
                    7.9                    0.15     0.00169856618872958        1.13733667564322        3880.38990177812       0.158287509488624       -4495.93473539065        96829.0636872858       -2797.34114149597        296.538159355214         298.02510349834        71.6036789731848                       0                       0                       0                       0                       0                       0                       0        54.6523092080745   -0.000745118961305151    0.000414169264327833   1.83100000867853E-005     0.00237130458024718      0.0399770993084106        3882.28404853175    -0.00551625899714286                       0                       0        351106.262586891        330332.028405164                       1                       1                       1 
