       4.47823911955978                    0.15                       0        1.13921807955426        62255.3122617352   1.00000000362749E-015       -4350.82631716445         96974.171017141       -4350.82631716445        296.492081929131        296.492081929131        267.114624023438                       0       0.001152044866107  -1.50766046448569E-008       0.512617178513866        9.77983117740931   -0.000124572459017601    4.1455120250485E-013                       0                       0                       0   1.83100000867853E-005   8.30798162913818E-005       0.800407016940118        62322.4149891987    -0.00729806049164741        9.11492674285701         11.064669681175         10536.307725439        10219.3077261145                       1                       1                       1 
       4.48224112056028                    0.15                       0        1.13921586479363        62251.0421438142   1.00000000362749E-015       -4351.00262925651        96973.9954366343       -4351.00262925651        296.492127653221        296.492127653221        267.114624023438                       0     0.00115195067738346  -1.50654753484806E-008       0.512638111573941          9.779045866159   -0.000123614537896263  -2.32766490429913E-013                       0                       0                       0   1.83100000867853E-005   8.30798446352107E-005       0.794047635449888        62317.9142755457    -0.00625164135502261        9.11455151954127        11.0646688238483         10536.607382837        10219.6073835125                       1                       1                       1 
       4.48624312156078                    0.15                       0        1.13921365003301        62246.7720258932   1.00000000362749E-015       -4351.17894134858        96973.8198561277       -4351.17894134858        296.492173377311        296.492173377311        267.114624023438                       0     0.00115185648865992  -1.50543460521043E-008       0.512659044634015        9.77826055490868   -0.000122656616774924  -8.80084183364677E-013                       0                       0                       0   1.83100000867853E-005   8.30798729790395E-005       0.787688253959657        62313.4135618926    -0.00520522221839782        9.11417629622553        11.0646679665216        10536.9070402349        10219.9070409105                       1                       1                       1 
       4.49024512256128                    0.15                       0        1.13921143532704        62242.5109119561   1.00000000362749E-015       -4351.35545133249         96973.644279951       -4351.35545133249        296.492212780219        296.492212780219        267.114624023438                       0     0.00115176656957398  -1.50670468528339E-008       0.512681878131493        9.77747269550597   -0.000122253983332012  -8.00442884514919E-013                       0                       0                       0   1.83100000867853E-005   8.30798998152252E-005        0.78476496356751        62309.1338073001    -0.00467796948096178        9.11380009465616        11.0646671092161        10537.2066902387        10220.2066909143                       1                       1                       1 
       4.49424712356178                    0.15                       0        1.13920922064549        62238.2538219344   1.00000000362749E-015       -4351.53204975344        96973.4687057131       -4351.53204975344        296.492249358185        296.492249358185        267.114624023438                       0     0.00115167855858689  -1.50903974206313E-008         0.5127055609358        9.77668369734378   -0.000122099506259104  -3.95923820129928E-013                       0                       0                       0   1.83100000867853E-005   8.30799259778254E-005          0.783377251253        62304.9527994482    -0.00438272816553187        9.11342345591014          11.06466625192        10537.5063369381        10220.5063376136                       1                       1                       1 
       4.49824912456228                    0.15                       0        1.13920700596394        62233.9967319127   1.00000000362749E-015        -4351.7086481744        96973.2931314752        -4351.7086481744        296.492285936151        296.492285936151        267.114624023438                       0      0.0011515905475998  -1.51137479884288E-008       0.512729243740107        9.77589469918159   -0.000121945029186195   8.59524425506196E-015                       0                       0                       0   1.83100000867853E-005   8.30799521404256E-005        0.78198953893849        62300.7717915963    -0.00408748685010196        9.11304681716411        11.0646653946239        10537.8059836374         10220.805984313                       1                       1                       1 
       4.50225112556278                    0.15                       0        1.13920477864196        62229.7454407129   1.00000000362749E-015       -4351.88529837041        96973.1167288338       -4351.88529837041        296.492325750068        296.492325750068        267.114624023438                       0     0.00115149905555895  -1.51315268586691E-008       0.512750967277135        9.77510408307989   -0.000122132780183174   3.55829783171637E-013                       0                       0                       0   1.83100000867853E-005   8.30799489857056E-005       0.780745153665173        62296.5617895439    -0.00371891846811944        9.11266947057052        11.0646646384513        10538.1056303368        10221.1056310123                       1                       1                       1 
       4.50625312656328                    0.15                       0        1.13920252823974        62225.5047376201   1.00000000362749E-015       -4352.06204310323         96972.938813606       -4352.06204310323        296.492371472526        296.492371472526        267.114624023438                       0     0.00115140120743418  -1.51391320676479E-008        0.51276911337757        9.77431051267192     -0.0001229454123477   5.98468462214793E-013                       0                       0                       0   1.83100000867853E-005   8.30798923000718E-005       0.779762478029451        62292.2988470476    -0.00321646454514956        9.11229083146697        11.0646640669206        10538.4052770362        10221.4052777117                       1                       1                       1 
       4.51025512756378                    0.15                       0        1.13920027783752        62221.2640345273   1.00000000362749E-015       -4352.23878783605        96972.7608983783       -4352.23878783605        296.492417194984        296.492417194984        267.114624023438                       0     0.00115130335930942  -1.51467372766267E-008       0.512787259478004        9.77351694226395   -0.000123758044512226    8.4110714125795E-013                       0                       0                       0   1.83100000867853E-005    8.3079835614438E-005       0.778779802393729        62288.0359045513    -0.00271401062217969        9.11191219236342        11.0646634953898        10538.7049237355         10221.704924411                       1                       1                       1 
       4.51425712856428                    0.15                       0        1.13919802684079        62217.0242813763   1.00000000362749E-015        -4352.4155278142        96972.5830219195        -4352.4155278142        296.492462917469        296.492462917469        267.114624023438                       0     0.00115120556036837  -1.51536488676951E-008       0.512805451263778        9.77272347106231   -0.000124552643732002   1.07300167042295E-012                       0                       0                       0   1.83100000867853E-005   8.30797812820459E-005       0.777867548982663        62283.7732705783     -0.0022310952191328        9.11153359100962        11.0646629191134        10539.0045706125         10222.004571288                       1                       1                       1 
       4.51825912956478                    0.15                       0        1.13919574063628        62212.8407831719   1.00000000362749E-015       -4352.59198622335        96972.4074414128       -4352.59198622335        296.492508641559        296.492508641559        267.114624023438                       0     0.00115111067395059  -1.51194737091315E-008       0.512826348601907        9.77193587360749   -0.000124279295846642   6.68581801175668E-013                       0                       0                       0   1.83100000867853E-005   8.30798663135325E-005       0.781125926243273         62279.528904465     -0.0029054079890701        9.11115722459162        11.0646620617867        10539.3042280105         10222.304228686                       1                       1                       1 
       4.52226113056528                    0.15                       0        1.13919345443176        62208.6572849675   1.00000000362749E-015        -4352.7684446325        96972.2318609062        -4352.7684446325        296.492554365649        296.492554365649        267.114624023438                       0      0.0011510157875328  -1.50852985505679E-008       0.512847245940036        9.77114827615266   -0.000124005947961282   2.64161931928388E-013                       0                       0                       0   1.83100000867853E-005    8.3079951345019E-005       0.784384303503882        62275.2845383516     -0.0035797207590074        9.11078085817362          11.06466120446        10539.6038854084         10222.603886084                       1                       1                       1 
       4.52626313156578                    0.15                       0        1.13919116822725        62204.4737867631   1.00000000362749E-015       -4352.94490304166        96972.0562803996       -4352.94490304166         296.49260008974         296.49260008974        267.114624023438                       0     0.00115092090111501  -1.50511233920043E-008       0.512868143278165        9.77036067869784   -0.000123732600075922  -1.40257937318982E-013                       0                       0                       0   1.83100000867853E-005   8.30800363765055E-005       0.787642680764492        62271.0401722383    -0.00425403352894485        9.11040449175563        11.0646603471333        10539.9035428064        10222.9035434819                       1                       1                       1 
       4.53026513256628                    0.15                       0          1.139188906349        62200.3253835171   1.00000000362749E-015        -4353.1213571705         96971.879113541        -4353.1213571705        296.492645812721        296.492645812721        267.114624023437                       0     0.00115083400455691   -1.4994108056566E-008       0.512890933231896        9.76958397363599   -0.000123492878332154  -1.09400656462928E-012                       0                       0                       0   1.83100000867853E-005   8.30800325234147E-005       0.789909367492084        62266.9287251893     -0.0052184741277232        9.11003337694594        11.0646594898274        10540.2031929351        10223.2031936106                       1                       1                       1 
       4.53426713356678                    0.15                       0        1.13918665594678        62196.1935364518   1.00000000362749E-015       -4353.29780927959        96971.7011983133       -4353.29780927959        296.492691535179        296.492691535179        267.114624023438                       0      0.0011507508772552  -1.49263177424755E-008       0.512914616036202        9.76881240716083   -0.000123269018043502  -2.30690635983381E-012                       0                       0                       0   1.83100000867853E-005   8.30799867388643E-005       0.791708224719977        62262.8799832633    -0.00631978843450699        9.10966473963003        11.0646586325313        10540.5028396344          10223.50284031                       1                       1                       1 
       4.53826913456728                    0.15                       0        1.13918440554456        62192.0616893865   1.00000000362749E-015       -4353.47426138868        96971.5232830855       -4353.47426138868        296.492737257636        296.492737257636        267.114624023438                       0     0.00115066774995348  -1.48585274283851E-008       0.512938298840509        9.76804084068567    -0.00012304515775485  -3.51980615503835E-012                       0                       0                       0   1.83100000867853E-005   8.30799409543139E-005        0.79350708194787        62258.8312413373    -0.00742110274129078        9.10929610231412        11.0646577752352        10540.8024863338        10223.8024870093                       1                       1                       1 
       4.54227113556778                    0.15                       0        1.13918216736586         62187.924234741   1.00000000362749E-015       -4353.65076356532        96971.3461689386       -4353.65076356532        296.492782980094        296.492782980094        267.114624023438                       0     0.00115058194875232  -1.47859605861614E-008       0.512961022098243        9.76727005649217    -0.00012305799581601  -3.65359827766402E-012                       0                       0                       0   1.83100000867853E-005   8.30799071068029E-005       0.795645519658669        62254.7264237355    -0.00790344155217847        9.10892785613968        11.0646569179392        10541.1021330331        10224.1021337087                       1                       1                       1 
       4.54627313656828                    0.15                       0        1.13917995268431        62183.7760007468   1.00000000362749E-015       -4353.82736198628        96971.1705947007       -4353.82736198628        296.492828702552        296.492828702552        267.114624023438                       0     0.00115049100755401  -1.47042117754122E-008       0.512981900829943         9.7665007761399   -0.000123525844153738  -1.71303002642887E-012                       0                       0                       0   1.83100000867853E-005   8.30798962057195E-005       0.798436768544563        62250.5138125207    -0.00719592879668442        9.10856036188522        11.0646560606431        10541.4017797325         10224.401780408                       1                       1                       1 
       4.55027513756878                    0.15                       0        1.13917773800277        62179.6277667526   1.00000000362749E-015       -4354.00396040724        96970.9950204628       -4354.00396040724         296.49287442501         296.49287442501        267.114624023438                       0      0.0011504000663557   -1.4622462964663E-008       0.513002779561644        9.76573149578763   -0.000123993692491466   2.27538224806276E-013                       0                       0                       0   1.83100000867853E-005   8.30798853046361E-005       0.801228017430458         62246.301201306    -0.00648841604119036        9.10819286763076         11.064655203347        10541.7014264319        10224.7014271074                       1                       1                       1 
       4.55427713856928                    0.15                       0        1.13917552332122        62175.4795211764   1.00000000362749E-015       -4354.18055594045        96970.8194462249       -4354.18055594045        296.492920102349        296.492920102349        267.114624023438                       0     0.00115030909279897   -1.4541368777655E-008       0.513023644898791        9.76496213507964   -0.000124456565809934   2.15613623841327E-012                       0                       0                       0   1.83100000867853E-005   8.30798741885092E-005       0.803979394181521        62242.0892830348    -0.00578448105004101        9.10782533531304        11.0646543460509        10542.0010731312        10225.0010738067                       1                       1                       1 
       4.55827913956978                    0.15                       0        1.13917330863967        62171.3289461924   1.00000000362749E-015       -4354.35656911394         96970.643871987       -4354.35656911394        296.492956680315        296.492956680315        267.114624023438                       0     0.00115021159350887  -1.45922908893979E-008       0.513041808859561        9.76417656610178   -0.000123916177302705   1.67101626728144E-012                       0                       0                       0   1.83100000867853E-005   8.30798196830921E-005       0.798691181150732        62238.0171312104    -0.00580199813179943        9.10745012539382        11.0646534887548        10542.3007198306        10225.3007205061                       1                       1                       1 
       4.56228114057028                    0.15                       0        1.13917109395812        62167.1783712084   1.00000000362749E-015       -4354.53258228744        96970.4682977491       -4354.53258228744        296.492993258281        296.492993258281        267.114624023438                       0     0.00115011409421877  -1.46432130011408E-008        0.51305997282033        9.76339099712393   -0.000123375788795476   1.18589629614962E-012                       0                       0                       0   1.83100000867853E-005    8.3079765177675E-005       0.793402968119943         62233.944979386    -0.00581951521355785        9.10707491547461        11.0646526314587        10542.6003665299        10225.6003672054                       1                       1                       1 
       4.56628314157079                    0.15                       0        1.13916887927657        62163.0277962244   1.00000000362749E-015       -4354.70859546094        96970.2927235112       -4354.70859546094        296.493029836248        296.493029836248        267.114624023438                       0     0.00115001659492868  -1.46941351128837E-008       0.513078136781099        9.76260542814607   -0.000122835400288247    7.0077632501769E-013                       0                       0                       0   1.83100000867853E-005   8.30797106722579E-005       0.788114755089152        62229.8728275615    -0.00583703229531627        9.10669970555539        11.0646517741627        10542.9000132293        10225.9000139048                       1                       1                       1 
       4.57028514257129                    0.15                       0        1.13916664069178        62158.8505501727   1.00000000362749E-015       -4354.88480821319         96970.115582025       -4354.88480821319         296.49307252081         296.49307252081        267.114624023438                       0     0.00114992244729237  -1.46020260742278E-008       0.513098101886535        9.76182918984473   -0.000121521646545254   4.58590835663342E-013                       0                       0                       0   1.83100000867853E-005   8.30797274956832E-005       0.779742091072699        62225.6919455622    -0.00631974509718702        9.10632868438316          11.06465110765        10543.1996670718        10226.1996677473                       1                       1                       1 
       4.57428714357179                    0.15                       0        1.13916439020921         62154.660028748   1.00000000362749E-015       -4355.06112030526         96969.937660445       -4355.06112030526        296.493118244901        296.493118244901        267.114624023438                       0     0.00114982996791974  -1.44387238240175E-008       0.513118963502719        9.76105759582149   -0.000119822950735931   3.37323524700103E-013                       0                       0                       0   1.83100000867853E-005   8.30797798227518E-005       0.769834145097427        62221.4569437425    -0.00703401223526365        9.10595974812983        11.0646505360989        10543.4993244697        10226.4993251453                       1                       1                       1 
       4.57828914457229                    0.15                       0        1.13916213972664        62150.4695073233   1.00000000362749E-015       -4355.23743239732        96969.7597388649       -4355.23743239732        296.493163968991        296.493163968991        267.114624023438                       0     0.00114973748854711  -1.42754215738072E-008       0.513139825118903        9.76028600179826   -0.000118124254926608   2.16056213736837E-013                       0                       0                       0   1.83100000867853E-005   8.30798321498205E-005       0.759926199122153        62217.2219419228    -0.00774827937334044         9.1055908118765        11.0646499645478        10543.7989818677        10226.7989825432                       1                       1                       1 
       4.58229114557279                    0.15                       0        1.13915987746402        62146.2829041536   1.00000000362749E-015       -4355.41369404873        96969.5825931426       -4355.41369404873        296.493209692542        296.493209692542        267.114624023438                       0      0.0011496487344239  -1.41942398887942E-008        0.51316159559808        9.75951592814413   -0.000117107640640679   1.48226149291217E-013                       0                       0                       0   1.83100000867853E-005   8.30798361948524E-005       0.753318929248661        62212.9564266764    -0.00828080570557074        9.10522263560779        11.0646492985505        10544.0986357295         10227.098636405                       1                       1                       1 
       4.58629314657329                    0.15                       0        1.13915759134113        62142.1042372916   1.00000000362749E-015       -4355.58985353409        96969.4070189047       -4355.58985353409        296.493255414999        296.493255414999        267.114624023438                       0     0.00114956752571287  -1.42793915621554E-008       0.513185206961047        9.75874893391475   -0.000117472565309202   1.88628581744032E-013                       0                       0                       0   1.83100000867853E-005    8.3079742445535E-005       0.753397068214606        62208.6291069596    -0.00844522097356033        9.10485599864941        11.0646484412544        10544.3982824288        10227.3982831044                       1                       1                       1 
       4.59029514757379                    0.15                       0        1.13915530521824        62137.9255704295   1.00000000362749E-015       -4355.76601301945        96969.2314446668       -4355.76601301945        296.493301137457        296.493301137457        267.114624023438                       0     0.00114948631700183  -1.43645432355167E-008       0.513208818324013        9.75798193968537   -0.000117837489977724   2.29031014196856E-013                       0                       0                       0   1.83100000867853E-005   8.30796486962176E-005       0.753475207180551        62204.3017872427    -0.00860963624154995        9.10448936169103        11.0646475839583        10544.6979291282        10227.6979298037                       1                       1                       1 
       4.59429714857429                    0.15                       0        1.13915301909535        62133.7469035674   1.00000000362749E-015       -4355.94217250482        96969.0558704289       -4355.94217250482        296.493346859915        296.493346859915        267.114624023438                       0      0.0011494051082908   -1.4449694908878E-008        0.51323242968698        9.75721494545599   -0.000118202414646247    2.6943344664967E-013                       0                       0                       0   1.83100000867853E-005   8.30795549469002E-005       0.753553346146496        62199.9744675259    -0.00877405150953953        9.10412272473265        11.0646467266622        10544.9975758276        10227.9975765031                       1                       1                       1 
       4.59829914957479                    0.15                       0        1.13915076845243        62129.7519288909   1.00000000362749E-015       -4356.11818666442        96968.8802961884       -4356.11818666442        296.493401665254        296.493401665254        267.114624023438                       0     0.00114930972836685  -1.45611248878941E-008       0.513250577129618        9.75645731796581   -0.000118740041628814    8.3151838633615E-013                       0                       0                       0   1.83100000867853E-005   8.30795781361362E-005       0.751375269050645        62196.0203451671    -0.00853526650243356        9.10376034538334        11.0646458693662        10545.2972225269        10228.2972232024                       1                       1                       1 
       4.60230115057529                    0.15                       0        1.13914851805021         62125.758200226   1.00000000362749E-015       -4356.29419983791        96968.7047219505       -4356.29419983791        296.493456532203        296.493456532203        267.114624023438                       0     0.00114921425231783  -1.46727335120036E-008       0.513268687509382        9.75569975399335    -0.00011927884075808   1.39714212581181E-012                       0                       0                       0   1.83100000867853E-005   8.30796021185197E-005       0.749181877020987        62192.0687543194    -0.00829374565632373        9.10339799490538        11.0646450120701        10545.5968692263        10228.5968699018                       1                       1                       1 
       4.60630315157579                    0.15                       0        1.13914626764799        62121.7644715612   1.00000000362749E-015       -4356.47021301141        96968.5291477126       -4356.47021301141        296.493511399152        296.493511399152        267.114624023438                       0     0.00114911877626882  -1.47843421361131E-008       0.513286797889146        9.75494219002089   -0.000119817639887347   1.96276586528734E-012                       0                       0                       0   1.83100000867853E-005   8.30796261009033E-005       0.746988484991329        62188.1171634717    -0.00805222481021395        9.10303564442742         11.064644154774        10545.8965159256        10228.8965166011                       1                       1                       1 
       4.61030515257629                    0.15                       0        1.13914401719306        62117.8036677882   1.00000000362749E-015       -4356.64623030779        96968.3535693624       -4356.64623030779        296.493560268395        296.493560268395        267.114624023438                       0     0.00114902700524423  -1.48601975919049E-008       0.513306689643743        9.75417411005648   -0.000120146535879968   1.75976172307252E-012                       0                       0                       0   1.83100000867853E-005   8.30795871519006E-005       0.746564184826554        62184.2975537956    -0.00859367565700043        9.10266822380763        11.0646432974578        10546.1961696433        10229.1961703188                       1                       1                       1 
       4.61430715357679                    0.15                       0        1.13914176671049        62113.8601296095   1.00000000362749E-015       -4356.82224976568        96968.1779888558       -4356.82224976568        296.493605992486        296.493605992486        267.114624023438                       0     0.00114893717710974  -1.49173047007836E-008       0.513327515537981         9.7534005156043   -0.000120365361140107   1.15369727108499E-012                       0                       0                       0   1.83100000867853E-005   8.30795152021813E-005       0.747067578482823        62180.5471541742    -0.00954571406462913        9.10229814445204        11.0646424401311        10546.4958270412        10229.4958277167                       1                       1                       1 
       4.61830915457729                    0.15                       0        1.13913951622793        62109.9165914308   1.00000000362749E-015       -4356.99826922356        96968.0024083491       -4356.99826922356        296.493651716576        296.493651716576        267.114624023438                       0     0.00114884734897525  -1.49744118096622E-008       0.513348341432219        9.75262692115212   -0.000120584186400246   5.47632819097598E-013                       0                       0                       0   1.83100000867853E-005   8.30794432524619E-005       0.747570972139091        62176.7967545528     -0.0104977524722576        9.10192806509645        11.0646415828044        10546.7954844392        10229.7954851147                       1                       1                       1 
       4.62231115557779                    0.15                       0        1.13913727716068        62105.9298048801   1.00000000362749E-015       -4357.17428667748        96967.8268298413       -4357.17428667748        296.493697440145        296.493697440145        267.114624023438                       0     0.00114876014682965  -1.49815178452006E-008       0.513370044096297         9.7518696455153   -0.000120486449249224   3.27998940159995E-013                       0                       0                       0   1.83100000867853E-005     8.307940189115E-005       0.747156630693949        62172.8515780266     -0.0109131604306255        9.10156555269506        11.0646408166051        10547.0951384258        10230.0951391014                       1                       1                       1 
       4.62631315657829                    0.15                       0        1.13913506247913        62101.8506300862   1.00000000362749E-015       -4357.35029985098        96967.6512556034       -4357.35029985098        296.493743162603        296.493743162603        267.114624023438                       0     0.00114867855440047  -1.48818096592031E-008       0.513393619738593        9.75114723068226   -0.000119712461425417   9.33867879450846E-013                       0                       0                       0   1.83100000867853E-005   8.30794258735335E-005       0.744781795520283        62168.4903139571     -0.0101821991481883        9.10121920507733        11.0646402450744        10547.3947851252        10230.3947858007                       1                       1                       1 
       4.63031515757879                    0.15                       0        1.13913284779758        62097.7714552923   1.00000000362749E-015       -4357.52631302447        96967.4756813655       -4357.52631302447        296.493788885061        296.493788885061        267.114624023438                       0      0.0011485969619713  -1.47821014732055E-008        0.51341719538089        9.75042481584922    -0.00011893847360161   1.53973681874156E-012                       0                       0                       0   1.83100000867853E-005    8.3079449855917E-005       0.742406960346618        62164.1290498876    -0.00945123786575125        9.10087285745959        11.0646396735437        10547.6944318246        10230.6944325001                       1                       1                       1 
       4.63431715857929                    0.15                       0        1.13913063311603        62093.6922804983   1.00000000362749E-015       -4357.70232619797        96967.3001071276       -4357.70232619797        296.493834607519        296.493834607519        267.114624023438                       0     0.00114851536954213  -1.46823932872079E-008       0.513440771023186        9.74970240101619   -0.000118164485777803   2.14560575803228E-012                       0                       0                       0   1.83100000867853E-005   8.30794738383005E-005       0.740032125172953        62159.7677858181    -0.00872027658331424        9.10052650984185        11.0646391020129        10547.9940785239        10230.9940791994                       1                       1                       1 
       4.63831915957979                    0.15                       0        1.13912838337139        62089.5855309865   1.00000000362749E-015       -4357.87805213412        96967.1245328897       -4357.87805213412        296.493880329977        296.493880329977        267.114624023438                       0     0.00114842723702418  -1.46678087649829E-008       0.513461664338917        9.74896091183045   -0.000117477498409732   1.44310540093856E-012                       0                       0                       0   1.83100000867853E-005   8.30794571591368E-005       0.737488643676542        62155.6615882433    -0.00945142008965487        9.10017174706752        11.0646382499775        10548.2937252233        10231.2937258988                       1                       1                       1 
       4.64232116058029                    0.15                       0        1.13912613296917        62085.4782643145   1.00000000362749E-015       -4358.05377268389        96966.9489586518       -4358.05377268389        296.493926052434        296.493926052434        267.114624023438                       0     0.00114833898185282   -1.4654820347647E-008       0.513482507349948        9.74821906495285   -0.000116792140754551   7.16067369895278E-013                       0                       0                       0   1.83100000867853E-005   8.30794397174033E-005       0.734941992079473        62151.5601740459     -0.0102099800548638        9.09981682648894        11.0646373926814        10548.5933719226        10231.5933725981                       1                       1                       1 
       4.64632316158079                    0.15                       0        1.13912388256695        62081.3709976425   1.00000000362749E-015       -4358.22949323366        96966.7733844139       -4358.22949323366        296.493971774892        296.493971774892        267.114624023438                       0     0.00114825072668146   -1.4641831930311E-008       0.513503350360978        9.74747721807526   -0.000116106783099371  -1.09706611478389E-014                       0                       0                       0   1.83100000867853E-005   8.30794222756699E-005       0.732395340482404        62147.4587598485     -0.0109685400200725        9.09946190591037        11.0646365353853         10548.893018622        10231.8930192975                       1                       1                       1 
       4.65032516258129                    0.15                       0        1.13912165518054        62077.2946524641   1.00000000362749E-015       -4358.40521378376         96966.597810176       -4358.40521378376        296.494011605302        296.494011605302        267.114624023438                       0     0.00114815876290684  -1.46676899397365E-008       0.513522444170242        9.74672874264449   -0.000115972372709643  -1.65477962163896E-013                       0                       0                       0   1.83100000867853E-005   8.30794427627906E-005       0.732069592469209        62143.3882671962     -0.0111098719429188        9.09910385518155        11.0646358622157        10549.1926653213        10232.1926659968                       1                       1                       1 
       4.65432716358179                    0.15                       0          1.139119440499        62073.2353760838   1.00000000362749E-015       -4358.58093433352        96966.4222359381       -4358.58093433352        296.494048183268        296.494048183268        267.114624023438                       0     0.00114806475196343  -1.47149912204269E-008       0.513540572410341        9.74597660821389   -0.000116142085136737  -3.94439990648759E-015                       0                       0                       0   1.83100000867853E-005   8.30794841869076E-005       0.732969789077564        62139.3348432905     -0.0109104892086011        9.09874407659184         11.064635290685        10549.4923120207        10232.4923126962                       1                       1                       1 
       4.65832916458229                    0.15                       0        1.13911722581745        62069.1760997035   1.00000000362749E-015       -4358.75665488329        96966.2466617002       -4358.75665488329        296.494084761234        296.494084761234        267.114624023438                       0     0.00114797074102003  -1.47622925011173E-008        0.51355870065044        9.74522447378329   -0.000116311797563832   1.57589162350885E-013                       0                       0                       0   1.83100000867853E-005   8.30795256110246E-005       0.733869985685919        62135.2814193848     -0.0107111064742835        9.09838429800213        11.0646347191543          10549.79195872        10232.7919593955                       1                       1                       1 
       4.66233116558279                    0.15                       0        1.13911500014269        62065.1444549104   1.00000000362749E-015       -4358.93246721766        96966.0703666779       -4358.93246721766        296.494124147647        296.494124147647        267.114624023438                       0     0.00114787886069918  -1.48099137916613E-008       0.513577662727605        9.74446961081544    -0.00011685977905463   1.45536449711396E-013                       0                       0                       0   1.83100000867853E-005   8.30795261967253E-005       0.736239292981141        62131.2617373332     -0.0104314064716067        9.09802311144651        11.0646341476173        10550.0916087045        10233.0916093801                       1                       1                       1 
       4.66633316658329                    0.15                       0        1.13911274966012         62061.175164924   1.00000000362749E-015       -4359.10848667554        96965.8924450979       -4359.10848667554        296.494169871737        296.494169871737        267.114624023438                       0     0.00114779178845698  -1.48582576708555E-008       0.513598506482815        9.74370859048808    -0.00011826138793179  -2.58240788694666E-013                       0                       0                       0   1.83100000867853E-005   8.30794346243552E-005       0.741923904781472        62127.3181991545    -0.00997045774263628         9.0976587476022        11.0646335760662        10550.3912661025         10233.391266778                       1                       1                       1 
       4.67033516758379                    0.15                       0        1.13911049917756        62057.2058749377   1.00000000362749E-015       -4359.28450613343        96965.7145235178       -4359.28450613343        296.494215595827        296.494215595827        267.114624023438                       0     0.00114770471621477  -1.49066015500497E-008       0.513619350238026        9.74294757016072    -0.00011966299680895  -6.62018027100637E-013                       0                       0                       0   1.83100000867853E-005   8.30793430519851E-005       0.747608516581802        62123.3746609758    -0.00950950901366601         9.0972943837579        11.0646330045151        10550.6909235005         10233.690924176                       1                       1                       1 
       4.67433716858429                    0.15                       0        1.13910824869499        62053.2365849514   1.00000000362749E-015       -4359.46052559132        96965.5366019378       -4359.46052559132        296.494261319917        296.494261319917        267.114624023438                       0     0.00114761764397257  -1.49549454292438E-008       0.513640193993237        9.74218654983336    -0.00012106460568611  -1.06579526550661E-012                       0                       0                       0   1.83100000867853E-005    8.3079251479615E-005       0.753293128382132        62119.4311227972    -0.00904856028469573        9.09693001991359        11.0646324329639        10550.9905808984         10233.990581574                       1                       1                       1 
       4.67833916958479                    0.15                       0        1.13910603293653        62049.2980851301   1.00000000362749E-015       -4359.63625513217        96965.3609570911       -4359.63625513217        296.494307042424        296.494307042424        267.114624023438                       0     0.00114753358598827  -1.49621398958815E-008        0.51366367013639        9.74145964769946   -0.000121193630656526   -2.0176298101842E-012                       0                       0                       0   1.83100000867853E-005   8.30793777177693E-005       0.756950224940874        62115.5569735663    -0.00999521692633358        9.09658119017524        11.0646315842631        10551.2902279196        10234.2902285951                       1                       1                       1 
       4.68234117058529                    0.15                       0        1.13910381825498        62045.3605402214   1.00000000362749E-015       -4359.81197568194        96965.1853828532       -4359.81197568194        296.494352764882        296.494352764882        267.114624023438                       0     0.00114744962148335  -1.49680583112395E-008       0.513687227918351        9.74073380368209   -0.000121283191777677  -2.98646371467234E-012                       0                       0                       0   1.83100000867853E-005    8.3079510710987E-005        0.76054445663132        62111.6849763731     -0.0109855281343671        9.09623284219998        11.0646307269671         10551.589874619        10234.5898752945                       1                       1                       1 
       4.68634317158579                    0.15                       0        1.13910160357343        62041.4229953127   1.00000000362749E-015       -4359.98769623171        96965.0098086153       -4359.98769623171         296.49439848734         296.49439848734        267.114624023438                       0     0.00114736565697843  -1.49739767265975E-008       0.513710785700312        9.74000795966471   -0.000121372752898828  -3.95529761916048E-012                       0                       0                       0   1.83100000867853E-005   8.30796437042047E-005       0.764138688321766        62107.8129791799     -0.0119758393424006        9.09588449422471         11.064629869671        10551.8895213183        10234.8895219938                       1                       1                       1 
       4.69034517258629                    0.15                       0        1.13909936629298        62037.4736020709   1.00000000362749E-015       -4360.16323165078        96964.8342343774       -4360.16323165078        296.494444209798        296.494444209798        267.114624023438                       0     0.00114727763173351  -1.50049176072732E-008       0.513730829353069        9.73927090659168   -0.000120575566219846  -3.51944248869187E-012                       0                       0                       0   1.83100000867853E-005   8.30796387646667E-005       0.763431207069199        62103.7995425211     -0.0117575832437938        9.09553144567817        11.0646290123749        10552.1891680177        10235.1891686932                       1                       1                       1 
       4.69434717358679                    0.15                       0        1.13909711589076        62033.5173292435   1.00000000362749E-015       -4360.33865957681        96964.6586601395       -4360.33865957681        296.494489932255        296.494489932255        267.114624023438                       0     0.00114718724867067  -1.50503875804684E-008       0.513748832570822        9.73852734512191   -0.000119263498738278  -2.26797161232322E-012                       0                       0                       0   1.83100000867853E-005    8.3079553736216E-005        0.76022599133698        62099.7039807983      -0.010837589291214        9.09517566780351        11.0646281550788         10552.488814717        10235.4888153925                       1                       1                       1 
